"participant_id","pilotNumber","demo_gend","demo_educ","demo_occu","demo_reve","demo_degre","demo_cours","demo_lsat","demo_age","spanLength","treatment","isLotteryFirst","completionCountLottery","completionCountMirror","wrongAnswerCountLottery","wrongAnswerCountMirror","noSwitchCounter","noSwitchCounterFirstPart","noSwitchCounterSecondPart","noSwitchCounterLottery","noSwitchCounterMirror","payment_spanMpl","payment_spanSpan","payment_calibration","payment_total","mplType","mirror_ev","mirror_rtChoice","mirror_subBlockNumber","mirror_accuracy","mirror_rtSpanMpl","mirror_EGEmpirical","mirror_noSwitch","mirror_noSwitchSure","mirror_noSwitchLottery","lottery_ev","lottery_rtChoice","lottery_subBlockNumber","lottery_accuracy","lottery_rtSpanMpl","lottery_EGEmpirical","lottery_noSwitch","lottery_noSwitchSure","lottery_noSwitchLottery","mirror_position","lottery_position","pred","prob","multiplier","aboveMedRtChoice","aboveMedImpactCogLoad"
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"A10",NA,5049.5,12,0.75,17317.8000000007,16.3333333333333,0,0,0,-5,3651.19999999925,9,1,6526,15,1,1,0,"high","high",0,50,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"A15",-4,8672.19999999925,7,0.75,6709.89999999851,20,1,1,0,-4,3730.40000000224,11,0.875,7982.39999999851,20,1,1,0,"low","low",0,50,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,10,1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2800.10000000149,14,1,9198.09999999776,10.5,1,1,0,NA,"low",6.3,25,1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,50,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,75,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GS90",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,3861.90000000224,13,1,6293.90000000224,26.9,1,1,0,NA,"low",22.5,90,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"LS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,10,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"LS25",-7.3,12179.700000003,14,0.875,6461.79999999702,24.5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,-6.3,25,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"LS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5,50,1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"LS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7,75,1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"LS90",-23.7,14957.299999997,13,1,9693.89999999851,8.1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,-22.5,90,1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"AS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"AS15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GO90",0.5,4364.19999999925,16,1,6677.80000000075,18,1,1,0,9.5,8165.5,16,1,6269.80000000075,23.76,0,0,0,NA,NA,22.5,90,-1,0,1
"zl00d7lv8ztvrdz",4,"Femme","Licence","Étudiant·e","Non applicable","Oui","Oui","10",19,8,"hard",TRUE,0,0,0,0,20,12,8,12,8,2.89,0.5,1,10.39,"GO10",2.5,21466.5,15,0.625,6478.20000000298,18.08,0,0,0,10.5,9097.30000000075,15,1,12710,17.1,0,0,0,NA,NA,2.5,10,1,0,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"G10",2.3,13229.5,12,1,1589.89999999851,7.69444444444444,0,0,0,2.5,10008.3999999985,6,1,1357.80000000075,7.7,0,0,0,"low","low",2.5,10,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"G25",6.3,13695.6999999993,11,1,1973.89999999851,11.4027777777778,0,0,0,6.3,14536.3999999985,8,1,1285.89999999851,11.4027777777778,0,0,0,"low","low",6.3,25,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"G50",12.5,8186.20000000298,9,1,1413.80000000075,17.5888888888889,0,0,0,12.5,5618.5,7,1,1318,17.5888888888889,0,0,0,"low","low",12.5,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"G75",16.9,30019,2,1,6192.70000000298,23.4,0,0,0,18.7,12841.3000000007,3,1,3101.80000000075,23.875,0,0,0,"low","low",18.7,75,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"G90",22.5,23971.299999997,3,1,1941.69999999925,28.3,0,0,0,22.5,15832.6999999993,5,1,1589.89999999851,28.3,0,0,0,"high","high",22.5,90,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"L10",-2.5,28831.6999999993,5,1,1669.80000000075,28.3,0,0,0,-2.3,27952.6999999993,1,1,1493.69999999925,28.2944444444444,0,0,0,"high","high",-2.5,10,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"L25",-6.5,30019,6,1,5101.89999999851,24.6444444444444,0,0,0,-6.3,22262.9000000022,4,1,1662.30000000075,24.6527777777778,0,0,0,"high","high",-6.3,25,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"L50",-12.5,21196.8999999985,4,1,1357.80000000075,18.5888888888889,0,0,0,-12.5,9134.5,9,1,1045.79999999702,18.5888888888889,0,0,0,"high","high",-12.5,50,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"L75",-18.7,25432.1999999993,10,1,2077.79999999702,12.225,0,0,0,-18.7,21486.4000000022,2,1,1549.89999999851,12.225,0,0,0,"high","high",-18.7,75,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"L90",-22.5,14150.6999999993,7,1,1565.90000000224,7.7,0,0,0,-22.5,8295.80000000075,11,1,2814.19999999925,7.7,0,0,0,"low","low",-22.5,90,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"A10",0,29501.3000000007,8,1,2157.59999999776,16.3888888888889,0,0,0,0,29238.3000000007,10,1,1253.89999999851,16.3888888888889,0,0,0,"high","high",0,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"A15",0,30004.200000003,1,1,1913.59999999776,20.8888888888889,0,0,0,NA,10144.0999999978,12,1,1525.89999999851,20.875,0,0,0,"low","low",0,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,10,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,11858.6000000015,14,1,1286,11.4027777777778,0,0,0,NA,"low",6.3,25,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GS50",12.5,13827.8999999985,13,1,1397.80000000075,17.5888888888889,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",NA,12.5,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,75,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GS90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,90,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"LS10",-2.5,30018.6999999993,14,1,3163.30000000075,28.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,-2.5,10,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"LS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,25,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"LS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5,50,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"LS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7,20083.3000000007,13,1,1293.80000000075,12.225,0,0,0,NA,"high",-18.7,75,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"LS90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.5,90,1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"AS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"AS15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GO90",23.5,24640.5999999978,16,1,3837.60000000149,27.68,0,0,0,23.5,11447.3000000007,16,1,1077.60000000149,27.68,0,0,0,NA,NA,22.5,90,-1,1,1
"dld2v9txqwkxc5e",4,"Homme","Master","Étudiant·e","Moins de 500 €","Non","Oui","4",26,14,"easy",FALSE,1,0,0,0,0,0,0,0,0,3.3,0.67,4,13.97,"GO10",2.5,20149.6999999993,15,1,1565.69999999925,18.08,0,0,0,2.5,10001,15,1,1470.19999999925,18.08,0,0,0,NA,NA,2.5,10,1,1,1
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"G10",2.5,19012.6999999993,8,1,1838.20000000298,8.3,0,0,0,2.9,26190.0999999978,1,1,1765.89999999851,8.27777777777778,0,0,0,"high","high",2.5,10,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"G25",6.1,30018.6000000015,6,1,3163.30000000075,12.2222222222222,0,0,0,5.3,10678.6000000015,8,1,1726.09999999776,12.1,1,1,0,"high","high",6.3,25,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"G50",12.5,25556.8000000007,3,1,1414.19999999925,18.5888888888889,0,0,0,11.7,15287,7,1,2790.09999999776,18.5,1,1,0,"high","high",12.5,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"G75",18.7,26008.5,10,1,3046.39999999851,23.875,0,0,0,NA,27062.0999999978,3,1,6382,23.775,0,0,0,"low","low",18.7,75,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"G90",22.5,23822.1999999993,5,1,1654.10000000149,27.7,0,0,0,20.1,16249.6999999993,4,1,1870,26.9,1,1,0,"low","low",22.5,90,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"L10",-1.7,28413.6000000015,2,1,2014.30000000075,27.6111111111111,0,0,0,-4.9,12309.6999999993,12,1,1838.10000000149,26.9,1,1,0,"low","low",-2.5,10,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"L25",-6.1,25313.5999999978,4,1,1677.89999999851,23.8722222222222,0,0,0,-8.9,24311.3000000007,10,1,2222,22.9,1,1,0,"low","low",-6.3,25,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"L50",-11.9,30018.0999999978,1,1,13472.4000000022,17.5388888888889,0,0,0,NA,30007.8000000007,6,1,3936.19999999925,17.5388888888889,0,0,0,"low","low",-12.5,50,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"L75",-16.9,29031.3999999985,12,1,2142.40000000224,11.75,0,0,0,NA,30004.1999999993,2,1,3988,0,0,0,0,"high","high",-18.7,75,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"L90",NA,30003.6999999993,11,1,2983.60000000149,0,0,0,0,-20.1,15461.1000000015,11,1,1950.30000000075,7.5,1,0,1,"high","high",-22.5,90,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"A10",0,20205.6999999993,9,1,1958.09999999776,15.8888888888889,0,0,0,5,23814.3999999985,5,1,1662.10000000149,14.5,1,0,1,"low","low",0,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"A15",-0.5,26023.9000000022,7,1,1566.10000000149,21.375,0,0,0,4,16084,9,0,3654.30000000075,20.5,1,0,1,"high","high",0,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,18979.3999999985,14,1,1894.19999999925,8.02777777777778,0,0,0,NA,"high",2.5,10,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,25,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,75,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GS90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,90,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"LS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,10,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"LS25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,25,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"LS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.5,50,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"LS75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.7,75,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"LS90",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.1,11549.8999999985,13,1,2518.19999999925,7.5,1,0,1,NA,"high",-22.5,90,1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"AS10",0,13085.3000000007,14,1,1710,15.8888888888889,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low",NA,0,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"AS15",-0.5,20144.1999999993,13,1,2029.69999999925,21.375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high",NA,0,50,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GO90",2.5,17036.8000000007,16,0,1941.89999999851,19.68,0,0,0,NA,30004.3999999985,16,1,3251,0,0,0,0,NA,NA,22.5,90,-1,1,0
"k0ywovkj6mth37g",4,"Homme","Licence","Étudiant·e","Non applicable","Oui","Oui","7",20,8,"easy",TRUE,0,0,0,0,9,9,0,9,0,3.3,0.92,1,11.22,"GO10",2.5,22987.5,15,1,3533.69999999925,18.08,0,0,0,8,25840.8999999985,15,1,2757.90000000224,17.58,0,0,0,NA,NA,2.5,10,1,1,0
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"G10",2.7,30003.4000000022,12,0.285714285714286,22734.1999999993,7.69444444444444,0,0,0,2.5,26149.5999999978,4,1,10070.1999999993,7.7,0,0,0,"low","low",2.5,10,1,1,1
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"G25",4.5,28904.8000000007,7,1,5718.09999999776,10.9777777777778,0,0,0,4.7,26220.5999999978,5,0.714285714285714,5430,11.0694444444444,0,0,0,"low","low",6.3,25,1,1,1
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"G50",12.5,27784.6000000015,10,0.285714285714286,11965.799999997,18.5888888888889,0,0,0,12.7,14095.299999997,10,1,6574.40000000224,18.5833333333333,0,0,0,"high","high",12.5,50,-1,1,1
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"G75",18.9,30003.8000000007,4,1,21566.5,23.8722222222222,0,0,0,18.5,27459.3000000007,3,1,47469.8999999985,23.8666666666667,0,0,0,"low","low",18.7,75,-1,1,1
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"G90",24.5,29776.0999999978,8,0.857142857142857,5526,27.7444444444444,0,0,0,24.5,18757.6000000015,2,1,9110.69999999925,27.7444444444444,0,0,0,"high","high",22.5,90,-1,1,1
"0ru4c1tzf2z4t3p",4,"Homme","Master","Étudiant·e","Moins de 500 €","Oui","Oui","9",23,7,"hard",FALSE,1,1,1,2,0,0,0,0,0,0.94,0,0.5,7.44,"L10",-3.5,19318.6000000015,2,0.714285714285714,21061.8999999985,28.1611111111111,0,0,0,-2.9,24711.3000000007,1,1,5637.90000000224,28.2777777777778,0,0,0,"high","high",-2.5,10,-1,1,1
